year,country,average_temperature
1854,Russia,-5.49025
1854,Rwanda,
1854,Saint Barthélemy,26.165333333333333
1854,Saint Kitts And Nevis,25.39108333333333
1854,Saint Lucia,26.1965
1854,Saint Martin,26.165333333333333
1854,Saint Pierre And Miquelon,3.875
1854,Saint Vincent And The Grenadines,26.337333333333333
1854,San Marino,13.243
1854,Saudi Arabia,
1854,Senegal,
1854,Serbia,9.496416666666667
1854,Seychelles,26.303083333333333
1854,Sierra Leone,24.91625
1854,Singapore,25.954090909090908
1854,Sint Maarten,26.165333333333333
1854,Slovakia,7.101500000000001
1854,Slovenia,9.15391666666667
1854,Somalia,
1854,South America,21.496750000000002
1854,South Korea,11.693166666666668
1854,Spain,13.27975
1854,Sri Lanka,26.678833333333333
1854,Suriname,25.656499999999998
1854,Svalbard And Jan Mayen,-7.490666666666667
1854,Sweden,2.73175
1854,Switzerland,6.532333333333334
1854,Syria,17.307583333333334
1854,Taiwan,21.95125
1854,Tajikistan,3.7983333333333333
1854,Tanzania,
1854,Thailand,25.785083333333333
1854,Togo,
1854,Trinidad And Tobago,25.6435
1854,Tunisia,19.251166666666666
1854,Turkey,11.021666666666667
1854,Turkmenistan,14.3925
1854,Turks And Caicas Islands,26.329166666666666
1854,Uganda,
1854,Ukraine,7.40775
1854,United Arab Emirates,
1854,United Kingdom,8.5115
1854,United Kingdom (Europe),8.69225
1854,United States,8.821250000000001
1854,Uruguay,16.951833333333333
1854,Uzbekistan,12.074583333333335
1854,Venezuela,24.57258333333333
1854,Vietnam,23.497250000000005
1854,Virgin Islands,25.89016666666667
1854,Western Sahara,22.003666666666664
1854,Zambia,
1854,Zimbabwe,
1854,Åland,5.626666666666668
1855,Afghanistan,13.923833333333334
1855,Africa,
1855,Albania,12.333583333333335
1855,Algeria,22.660083333333333
1855,Andorra,10.281666666666666
1855,Anguilla,26.302666666666667
1855,Antigua And Barbuda,26.108833333333337
1855,Argentina,11.72925
1855,Armenia,8.693166666666668
1855,Aruba,27.616083333333336
1855,Asia,7.278166666666667
1855,Australia,20.798636363636362
1855,Austria,5.185083333333334
1855,Azerbaijan,11.328916666666666
1855,Bahamas,24.889916666666668
1855,Bahrain,25.57416666666667
1855,Baker Island,24.948833333333337
1855,Bangladesh,24.65116666666667
1855,Barbados,26.131666666666664
1855,Belarus,4.634083333333333
1855,Belgium,7.801583333333333
1855,Belize,24.316833333333335
1855,Benin,
1855,Bhutan,11.824454545454545
1855,Bolivia,19.533375
1855,"Bonaire, Saint Eustatius And Saba",26.865416666666665
1855,Bosnia And Herzegovina,9.974583333333333
1855,Brazil,24.490916666666667
1855,British Virgin Islands,26.046583333333334
1855,Bulgaria,10.33
1855,Burkina Faso,
1855,Burma,23.421833333333336
1855,Burundi,
1855,Cambodia,26.22675
1855,Canada,-5.778083333333332
1855,Cape Verde,
1855,Cayman Islands,26.178416666666667
1855,Chile,7.070125000000001
1855,China,6.515583333333333
1855,Christmas Island,25.380916666666668
1855,Colombia,24.407666666666668
1855,Comoros,25.185166666666664
1855,Congo (Democratic Republic Of The),
1855,Costa Rica,25.105166666666666
1855,Croatia,10.738166666666666
1855,Cuba,24.999333333333336
1855,Curaçao,27.045
1855,Cyprus,18.69966666666667
1855,Czech Republic,6.234166666666667
1855,Côte D'Ivoire,
1855,Denmark,-18.611250000000002
1855,Denmark (Europe),6.17475
1855,Dominica,25.784333333333333
1855,Dominican Republic,25.395833333333332
1855,Egypt,22.474
1855,El Salvador,24.199416666666668
1855,Estonia,3.72025
1855,Ethiopia,
1855,Europe,6.87825
1855,Faroe Islands,5.767
1855,Finland,0.17308333333333348
1855,France,11.763583333333335
1855,France (Europe),9.235833333333334
1855,French Guiana,25.37941666666667
1855,Gambia,
1855,Gaza Strip,19.045166666666667
1855,Georgia,8.3865
1855,Germany,6.456333333333333
1855,Ghana,
1855,Greece,14.5405
1855,Greenland,-19.12125
1855,Grenada,26.42125
1855,Guadeloupe,25.995666666666665
1855,Guatemala,22.35066666666667
1855,Guernsey,9.733666666666666
1855,Guinea,
1855,Guinea Bissau,
1855,Guyana,25.61466666666667
1855,Haiti,26.144750000000002
1855,Honduras,24.064999999999998
1855,Hong Kong,22.143
1855,Hungary,9.045
1855,Iceland,0.5556666666666666
1855,India,23.758750000000003
1855,Indonesia,25.26908333333333
1855,Iran,17.45716666666667
1855,Iraq,21.676583333333337
1855,Ireland,8.427583333333333
1855,Isle Of Man,8.253166666666667
1855,Israel,19.465166666666665
1855,Italy,12.057666666666668
1855,Jamaica,25.839916666666667
1855,Japan,12.040666666666667
1855,Jersey,9.733666666666666
1855,Jordan,19.206750000000003
1855,Kazakhstan,5.578166666666667
1855,Kenya,
1855,Kuwait,24.82858333333333
1855,Kyrgyzstan,3.3941666666666666
1855,Laos,23.20125
1855,Latvia,4.00975
1855,Lebanon,17.516333333333332
1855,Liberia,25.1666
1855,Libya,22.173833333333334
1855,Liechtenstein,3.520916666666667
1855,Lithuania,4.409166666666667
1855,Luxembourg,7.546333333333334
1855,Macau,21.892750000000003
1855,Macedonia,10.144083333333333
1855,Madagascar,22.14491666666667
1855,Malawi,
1855,Malaysia,25.393583333333336
1855,Mali,
1855,Malta,18.177833333333336
1855,Martinique,25.784333333333333
1855,Mauritania,27.201666666666668
1855,Mauritius,22.624416666666665
1855,Mayotte,25.78025
1855,Mexico,20.001
1855,Moldova,8.567583333333333
1855,Monaco,7.926749999999999
1855,Mongolia,-0.6193333333333331
1855,Montenegro,9.909833333333333
1855,Montserrat,26.047250000000002
1855,Morocco,17.063666666666666
1855,Mozambique,
1855,Nepal,14.884363636363638
1855,Netherlands,7.646333333333334
1855,Netherlands (Europe),7.216666666666666
1855,New Zealand,9.852083333333333
1855,Nicaragua,25.406666666666666
1855,Niger,
1855,North America,1.663166666666667
1855,North Korea,6.9874166666666655
1855,Norway,-0.9304166666666668
1855,Oceania,20.64609090909091
1855,Oman,
1855,Pakistan,20.764636363636363
1855,Palestina,22.785416666666666
1855,Panama,25.89408333333333
1855,Paraguay,22.815166666666666
1855,Peru,18.94457142857143
1855,Philippines,26.03375
1855,Poland,5.940416666666667
1855,Portugal,13.759166666666665
1855,Puerto Rico,25.20566666666667
1855,Qatar,26.436333333333334
1855,Reunion,22.443583333333336
1855,Romania,8.4975
1855,Russia,-5.556916666666666
1855,Rwanda,
1855,Saint Barthélemy,26.302666666666667
1855,Saint Kitts And Nevis,25.528166666666667
1855,Saint Lucia,26.325916666666668
1855,Saint Martin,26.302666666666667
1855,Saint Pierre And Miquelon,4.069916666666667
1855,Saint Vincent And The Grenadines,26.472166666666666
1855,San Marino,13.145416666666668
1855,Saudi Arabia,25.18541666666667
1855,Senegal,
1855,Serbia,9.675416666666667
1855,Seychelles,26.222333333333335
1855,Sierra Leone,25.830400000000004
1855,Singapore,26.076583333333332
1855,Sint Maarten,26.302666666666667
1855,Slovakia,6.549083333333333
1855,Slovenia,8.897416666666667
1855,Somalia,
1855,South America,21.46166666666667
1855,South Korea,11.951583333333332
1855,Spain,12.812583333333334
1855,Sri Lanka,26.667666666666666
1855,Suriname,25.838166666666666
1855,Svalbard And Jan Mayen,-7.932583333333333
1855,Sweden,1.1741666666666666
1855,Switzerland,5.850083333333334
1855,Syria,17.866666666666667
1855,Taiwan,21.5775
1855,Tajikistan,4.111166666666667
1855,Tanzania,
1855,Thailand,25.645
1855,Togo,
1855,Trinidad And Tobago,25.811666666666667
1855,Tunisia,19.643583333333336
1855,Turkey,11.636083333333334
1855,Turkmenistan,14.982583333333332
1855,Turks And Caicas Islands,26.545583333333337
1855,Uganda,
1855,Ukraine,7.286666666666666
1855,United Arab Emirates,
1855,United Kingdom,7.412416666666666
1855,United Kingdom (Europe),7.518166666666667
1855,United States,8.459416666666668
1855,Uruguay,16.761666666666667
1855,Uzbekistan,12.576416666666667
1855,Venezuela,24.73
1855,Vietnam,23.250833333333333
1855,Virgin Islands,26.046583333333334
1855,Western Sahara,21.918333333333333
1855,Zambia,
1855,Zimbabwe,
1855,Åland,4.082166666666667
1856,Afghanistan,13.464666666666666
1856,Africa,23.036
1856,Albania,12.060749999999999
1856,Algeria,22.58
1856,Andorra,11.268333333333333
1856,Anguilla,26.380750000000003
1856,Antigua And Barbuda,26.168166666666668
1856,Argentina,13.998750000000001
1856,Armenia,8.164666666666667
1856,Aruba,27.949583333333333
1856,Asia,6.828166666666667
1856,Australia,21.148333333333333
1856,Austria,5.8175
1856,Azerbaijan,10.825583333333334
1856,Bahamas,25.28108333333333
1856,Bahrain,25.225083333333334
1856,Baker Island,24.730500000000003
1856,Bangladesh,24.218416666666666
1856,Barbados,26.12516666666667
1856,Belarus,5.1819999999999995
1856,Belgium,9.306416666666667
1856,Belize,24.477
1856,Benin,27.988999999999997
1856,Bhutan,10.880999999999998
1856,Bolivia,19.93341666666667
1856,"Bonaire, Saint Eustatius And Saba",27.112
1856,Bosnia And Herzegovina,9.951333333333334
1856,Brazil,23.965249999999997
1856,British Virgin Islands,26.18733333333333
1856,Bulgaria,9.88275
1856,Burkina Faso,27.453500000000002
1856,Burma,23.042083333333334
1856,Burundi,19.2654
1856,Cambodia,25.964416666666665
1856,Cameroon,24.5656
1856,Canada,-5.46375
1856,Cape Verde,23.644166666666667
1856,Cayman Islands,26.556749999999997
1856,Central African Republic,25.6538
1856,Chad,26.0594
1856,Chile,8.664083333333332
1856,China,6.095583333333334
1856,Christmas Island,25.28725
1856,Colombia,24.407
1856,Comoros,24.96591666666667
1856,Congo,24.4478
1856,Congo (Democratic Republic Of The),23.4384
1856,Costa Rica,25.269333333333336
1856,Croatia,10.919166666666667
1856,Cuba,25.410916666666665
1856,Curaçao,27.352833333333336
1856,Cyprus,18.149333333333335
1856,Czech Republic,7.2227500000000004
1856,Côte D'Ivoire,25.356166666666667
1856,Denmark,-18.397333333333332
1856,Denmark (Europe),7.020583333333334
1856,Dominica,25.821166666666667
1856,Dominican Republic,25.749083333333335
1856,Egypt,21.902416666666667
1856,El Salvador,24.363833333333332
1856,Equatorial Guinea,25.094600000000003
1856,Estonia,3.2701666666666664
1856,Ethiopia,
1856,Europe,7.235083333333333
1856,Faroe Islands,6.217333333333333
1856,Finland,-0.9533333333333333
1856,France,12.615916666666665
1856,France (Europe),10.342166666666666
1856,French Guiana,25.03425
1856,Gabon,24.4002
1856,Gambia,26.984333333333336
1856,Gaza Strip,18.5195
1856,Georgia,7.818583333333334
1856,Germany,7.731166666666667
1856,Ghana,26.92916666666667
1856,Greece,14.16125
1856,Greenland,-18.920166666666667
1856,Grenada,26.408416666666668
1856,Guadeloupe,26.046000000000003
1856,Guatemala,22.480500000000003
1856,Guernsey,10.90275
1856,Guinea,24.890083333333333
1856,Guinea Bissau,26.223083333333335
1856,Guyana,25.331833333333336
1856,Haiti,26.551333333333332
1856,Honduras,24.294750000000004
1856,Hong Kong,21.63775
1856,Hungary,9.208166666666667
1856,Iceland,1.2154166666666666
1856,India,23.292
1856,Indonesia,25.135416666666668
1856,Iran,16.974500000000003
1856,Iraq,21.123166666666666
1856,Ireland,9.234250000000001
1856,Isle Of Man,9.072583333333332
1856,Israel,18.9335
1856,Italy,12.391166666666669
1856,Jamaica,26.31441666666667
1856,Japan,11.493083333333333
1856,Jersey,10.90275
1856,Jordan,18.64875
1856,Kazakhstan,5.214083333333334
1856,Kenya,
1856,Kuwait,24.359083333333334
1856,Kyrgyzstan,3.0035000000000003
1856,Laos,22.835250000000002
1856,Latvia,4.1762500000000005
1856,Lebanon,17.009666666666668
1856,Liberia,24.815250000000002
1856,Libya,21.6405
1856,Liechtenstein,4.298166666666666
1856,Lithuania,5.083166666666666
1856,Luxembourg,8.963916666666668
1856,Macau,21.385583333333333
1856,Macedonia,9.795083333333332
1856,Madagascar,21.983416666666667
1856,Malawi,
1856,Malaysia,25.288833333333333
1856,Mali,27.821250000000003
1856,Malta,17.960166666666666
1856,Martinique,25.821166666666667
1856,Mauritania,27.04325
1856,Mauritius,22.629
1856,Mayotte,25.586333333333332
1856,Mexico,19.825916666666668
1856,Moldova,8.434916666666668
1856,Monaco,8.85975
1856,Mongolia,-1.0936666666666663
1856,Montenegro,9.692666666666668
1856,Montserrat,26.100916666666667
1856,Morocco,17.297333333333334
1856,Mozambique,
1856,Nepal,13.775727272727273
1856,Netherlands,9.1485
1856,Netherlands (Europe),8.746333333333334
1856,New Zealand,9.501833333333332
1856,Nicaragua,25.64891666666667
1856,Niger,25.774400000000004
1856,Nigeria,27.1564
1856,North America,1.5999166666666664
1856,North Korea,6.362166666666667
1856,Norway,-1.2794999999999999
1856,Oceania,20.953416666666666
1856,Oman,
1856,Pakistan,19.394727272727273
1856,Palestina,22.361500000000003
1856,Panama,26.089
1856,Paraguay,22.376
1856,Peru,
1856,Philippines,25.664083333333334
1856,Poland,6.966916666666666
1856,Portugal,14.7525
1856,Puerto Rico,25.43166666666667
1856,Qatar,26.1075
1856,Reunion,22.421166666666664
1856,Romania,8.163416666666667
1856,Russia,-6.08875
1856,Rwanda,18.477800000000002
1856,Saint Barthélemy,26.380750000000003
1856,Saint Kitts And Nevis,25.6425
1856,Saint Lucia,26.37391666666667
1856,Saint Martin,26.380750000000003
1856,Saint Pierre And Miquelon,3.470166666666667
1856,Saint Vincent And The Grenadines,26.53425
1856,San Marino,13.510666666666667
1856,Sao Tome And Principe,25.8916
1856,Saudi Arabia,15.915
1856,Senegal,27.392083333333332
1856,Serbia,9.421416666666667
1856,Seychelles,26.002166666666668
1856,Sierra Leone,25.47758333333333
1856,Singapore,26.17233333333333
1856,Sint Maarten,26.380750000000003
1856,Slovakia,7.098916666666667
1856,Slovenia,9.290833333333333
1856,Somalia,
1856,South America,21.117833333333333
1856,South Korea,11.455416666666666
1856,Spain,13.816166666666668
1856,Sri Lanka,26.345166666666668
1856,Sudan,25.723000000000003
1856,Suriname,25.496666666666666
1856,Svalbard And Jan Mayen,-8.847916666666666
1856,Sweden,0.8408333333333333
1856,Switzerland,6.679583333333333
1856,Syria,17.3365
1856,Taiwan,21.1915
1856,Tajikistan,3.66775
1856,Tanzania,
1856,Thailand,25.351416666666665
1856,Togo,27.537
1856,Trinidad And Tobago,25.784916666666664
1856,Tunisia,19.55
1856,Turkey,11.082583333333332
1856,Turkmenistan,14.459000000000001
1856,Turks And Caicas Islands,26.841583333333332
1856,Uganda,22.9562
1856,Ukraine,7.355416666666667
1856,United Arab Emirates,
1856,United Kingdom,8.189916666666667
1856,United Kingdom (Europe),8.357166666666666
1856,United States,7.94325
1856,Uruguay,16.8095
1856,Uzbekistan,12.076416666666667
1856,Venezuela,24.747416666666666
1856,Vietnam,22.919
1856,Virgin Islands,26.18733333333333
1856,Western Sahara,21.88525
1856,Zambia,
1856,Zimbabwe,
1856,Åland,3.64275
1857,Afghanistan,13.074416666666666
1857,Africa,23.324363636363636
1857,Albania,11.994666666666667
1857,Algeria,22.37325
1857,Andorra,10.955416666666666
1857,Angola,21.286571428571428
1857,Anguilla,25.864
1857,Antigua And Barbuda,25.669666666666668
1857,Argentina,14.221083333333333
1857,Armenia,7.4855833333333335
1857,Aruba,27.061083333333332
1857,Asia,6.469833333333334
1857,Australia,20.966416666666667
1857,Austria,6.041833333333334
1857,Azerbaijan,10.171333333333333
1857,Bahamas,24.266833333333334
1857,Bahrain,24.917833333333334
1857,Baker Island,
1857,Bangladesh,23.95658333333333
1857,Barbados,25.67216666666667
1857,Belarus,5.960583333333333
1857,Belgium,10.074499999999999
1857,Belize,24.394499999999997
1857,Benin,25.902142857142856
1857,Bhutan,11.9237
1857,Bolivia,19.865666666666666
1857,"Bonaire, Saint Eustatius And Saba",26.329250000000002
1857,Bosnia And Herzegovina,10.056916666666666
1857,Botswana,21.064916666666665
1857,Brazil,24.013666666666666
1857,British Virgin Islands,25.5655
1857,Bulgaria,9.66325
1857,Burkina Faso,27.236545454545453
1857,Burma,22.884083333333333
1857,Burundi,19.144428571428573
1857,Cambodia,26.1278
1857,Cameroon,22.97585714285714
1857,Canada,-5.6265833333333335
1857,Cape Verde,23.484272727272728
1857,Cayman Islands,25.848583333333334
1857,Central African Republic,23.834142857142858
1857,Chad,26.446285714285715
1857,Chile,8.645916666666666
1857,China,5.959666666666667
1857,Christmas Island,
1857,Colombia,23.853833333333338
1857,Comoros,24.800833333333333
1857,Congo,23.26557142857143
1857,Congo (Democratic Republic Of The),22.72942857142857
1857,Costa Rica,24.875583333333335
1857,Croatia,11.088499999999998
1857,Cuba,24.506916666666665
1857,Curaçao,26.49791666666667
1857,Cyprus,17.7165
1857,Czech Republic,7.6005
1857,Côte D'Ivoire,24.999636363636363
1857,Denmark,-18.615583333333333
1857,Denmark (Europe),8.488750000000001
1857,Dominica,25.348
1857,Dominican Republic,24.730583333333332
1857,Egypt,21.69558333333333
1857,El Salvador,24.3195
1857,Equatorial Guinea,23.67957142857143
1857,Estonia,4.981083333333333
1857,Ethiopia,
1857,Europe,7.785666666666667
1857,Faroe Islands,7.199916666666667
1857,Finland,0.9102500000000001
1857,France,12.823250000000002
1857,France (Europe),10.620583333333334
1857,French Guiana,24.924916666666665
1857,Gabon,23.12014285714286
1857,Gambia,26.745909090909095
1857,Gaza Strip,18.194416666666665
1857,Georgia,7.025666666666666
1857,Germany,8.5035
1857,Ghana,25.671636363636363
1857,Greece,13.9855
1857,Greenland,-19.173166666666667
1857,Grenada,25.911500000000004
1857,Guadeloupe,25.557000000000002
1857,Guatemala,22.53016666666667
1857,Guernsey,11.540583333333332
1857,Guinea,24.553727272727272
1857,Guinea Bissau,25.91481818181818
1857,Guyana,25.09075
1857,Haiti,25.43225
1857,Honduras,24.041583333333335
1857,Hong Kong,22.16875
1857,Hungary,9.533083333333334
1857,Iceland,1.6107500000000001
1857,India,22.9645
1857,Indonesia,
1857,Iran,16.59475
1857,Iraq,20.70566666666667
1857,Ireland,10.028833333333333
1857,Isle Of Man,10.167416666666666
1857,Israel,18.627583333333334
1857,Italy,12.27275
1857,Jamaica,25.162499999999998
1857,Japan,11.400333333333334
1857,Jersey,11.540583333333332
1857,Jordan,18.331583333333334
1857,Kazakhstan,4.1226666666666665
1857,Kenya,
1857,Kuwait,24.001666666666665
1857,Kyrgyzstan,2.2968333333333333
1857,Laos,23.439799999999998
1857,Latvia,5.495333333333334
1857,Lebanon,16.639916666666668
1857,Lesotho,12.905166666666666
1857,Liberia,24.583333333333332
1857,Libya,21.52025
1857,Liechtenstein,4.4125
1857,Lithuania,6.115416666666666
1857,Luxembourg,9.654333333333334
1857,Macau,21.902583333333336
1857,Macedonia,9.722916666666668
1857,Madagascar,21.82941666666667
1857,Malawi,
1857,Malaysia,
1857,Mali,27.928272727272727
1857,Malta,17.83775
1857,Martinique,25.348
1857,Mauritania,26.714416666666665
1857,Mauritius,22.505750000000003
1857,Mayotte,25.425833333333333
1857,Mexico,20.13675
1857,Moldova,8.480583333333334
1857,Monaco,8.707916666666668
1857,Mongolia,-1.5912499999999996
1857,Montenegro,9.684833333333334
1857,Montserrat,25.607916666666668
1857,Morocco,17.011166666666668
1857,Mozambique,
1857,Namibia,19.663999999999998
1857,Nepal,13.9305
1857,Netherlands,10.145
1857,Netherlands (Europe),9.78325
1857,New Caledonia,23.647
1857,New Zealand,9.320916666666667
1857,Nicaragua,25.270750000000003
1857,Niger,27.201857142857143
1857,Nigeria,25.596
1857,North America,1.59975
1857,North Korea,6.23425
1857,Norway,0.15649999999999994
1857,Oceania,20.771833333333333
1857,Oman,
1857,Pakistan,19.673083333333334
1857,Palestina,22.145
1857,Panama,25.477249999999998
1857,Paraguay,22.639750000000003
1857,Peru,
1857,Philippines,25.7695
1857,Poland,7.5835
1857,Portugal,14.379583333333334
1857,Puerto Rico,24.65641666666667
1857,Qatar,25.852666666666664
1857,Reunion,22.293083333333332
1857,Romania,8.21275
1857,Russia,-6.487166666666667
1857,Rwanda,18.213428571428572
1857,Saint Barthélemy,25.864
1857,Saint Kitts And Nevis,25.06866666666667
1857,Saint Lucia,25.860583333333334
1857,Saint Martin,25.864
1857,Saint Pierre And Miquelon,3.8363333333333336
1857,Saint Vincent And The Grenadines,25.990166666666667
1857,San Marino,13.442333333333336
1857,Sao Tome And Principe,24.59342857142857
1857,Saudi Arabia,24.549166666666665
1857,Senegal,27.206363636363633
1857,Serbia,9.509166666666667
1857,Seychelles,25.844166666666666
1857,Sierra Leone,25.212999999999997
1857,Singapore,
1857,Sint Maarten,25.864
1857,Slovakia,7.3566666666666665
1857,Slovenia,9.491000000000001
1857,Somalia,
1857,South Africa,16.448666666666668
1857,South America,21.09125
1857,South Korea,11.457500000000001
1857,Spain,13.3915
1857,Sri Lanka,26.205833333333334
1857,Sudan,26.481142857142856
1857,Suriname,25.36191666666667
1857,Svalbard And Jan Mayen,-8.332166666666668
1857,Swaziland,18.010666666666665
1857,Sweden,2.5561666666666665
1857,Switzerland,6.8258333333333345
1857,Syria,16.91691666666667
1857,Taiwan,21.61708333333333
1857,Tajikistan,3.0880833333333335
1857,Tanzania,
1857,Thailand,25.625999999999998
1857,Togo,25.4845
1857,Trinidad And Tobago,25.269833333333334
1857,Tunisia,19.3895
1857,Turkey,10.533833333333332
1857,Turkmenistan,13.790000000000001
1857,Turks And Caicas Islands,25.84625
1857,Uganda,21.81257142857143
1857,Ukraine,7.428166666666667
1857,United Arab Emirates,
1857,United Kingdom,9.205666666666668
1857,United Kingdom (Europe),9.449583333333333
1857,United States,8.140333333333333
1857,Uruguay,17.417666666666666
1857,Uzbekistan,11.274833333333333
1857,Venezuela,24.142083333333332
1857,Vietnam,23.444
1857,Virgin Islands,25.5655
1857,Western Sahara,21.538083333333333
1857,Zambia,
1857,Zimbabwe,20.773285714285716
1857,Åland,5.583833333333334
1858,Afghanistan,13.664166666666667
1858,Africa,23.57341666666667
1858,Albania,11.505416666666667
1858,Algeria,23.032333333333337
1858,Andorra,11.1275
1858,Angola,21.511375
1858,Anguilla,25.852999999999998
1858,Antigua And Barbuda,25.7015
1858,Argentina,14.015666666666666
1858,Armenia,7.9815000000000005
1858,Aruba,27.137500000000003
1858,Asia,7.149416666666666
1858,Australia,21.329833333333333
1858,Austria,5.072416666666666
1858,Azerbaijan,10.682916666666666
1858,Bahamas,24.369833333333332
1858,Bahrain,25.645166666666668
1858,Baker Island,25.057000000000002
1858,Bangladesh,24.539
1858,Barbados,25.741833333333332
1858,Belarus,5.331416666666667
1858,Belgium,8.867166666666666
1858,Belize,24.729833333333332
1858,Benin,26.920875
1858,Bhutan,11.488333333333335
1858,Bolivia,20.09875
1858,"Bonaire, Saint Eustatius And Saba",26.412666666666667
1858,Bosnia And Herzegovina,9.258416666666667
1858,Botswana,21.375083333333336
1858,Brazil,23.990333333333336
1858,British Virgin Islands,25.550666666666668
1858,Bulgaria,9.147583333333333
1858,Burkina Faso,27.473416666666665
1858,Burma,23.4055
1858,Burundi,19.59475
1858,Cambodia,26.312083333333334
1858,Cameroon,23.7725
1858,Canada,-5.74625
1858,Cape Verde,23.56016666666667
1858,Cayman Islands,26.101583333333334
1858,Central African Republic,24.827
1858,Chad,26.680625
1858,Chile,8.81025
1858,China,6.414083333333333
1858,Christmas Island,
1858,Colombia,24.143833333333333
1858,Comoros,25.187416666666667
1858,Congo,23.899875
1858,Congo (Democratic Republic Of The),23.284750000000003
1858,Costa Rica,25.120500000000003
1858,Croatia,10.238166666666666
1858,Cuba,24.683916666666665
1858,Curaçao,26.579250000000002
1858,Cyprus,18.327583333333333
1858,Czech Republic,6.3475
1858,Côte D'Ivoire,25.277833333333334
1858,Denmark,-18.39
1858,Denmark (Europe),7.730083333333334
1858,Dominica,25.384
1858,Dominican Republic,24.730833333333337
1858,Egypt,22.309083333333334
1858,El Salvador,24.660416666666666
1858,Equatorial Guinea,24.3625
1858,Estonia,5.384416666666667
1858,Ethiopia,
1858,Europe,7.385666666666666
1858,Faroe Islands,6.7755833333333335
1858,Finland,2.0363333333333333
1858,France,12.382083333333334
1858,France (Europe),10.014
1858,French Guiana,25.283416666666668
1858,Gabon,23.743875000000003
1858,Gambia,26.766416666666668
1858,Gaza Strip,18.889583333333334
1858,Georgia,7.452166666666667
1858,Germany,7.2865
1858,Ghana,26.024333333333335
1858,Greece,13.8095
1858,Greenland,-18.927333333333333
1858,Grenada,26.042916666666667
1858,Guadeloupe,25.6005
1858,Guatemala,22.887333333333334
1858,Guernsey,10.8065
1858,Guinea,24.736833333333333
1858,Guinea Bissau,26.013416666666668
1858,Guyana,25.443166666666666
1858,Haiti,25.465833333333336
1858,Honduras,24.325916666666668
1858,Hong Kong,22.101666666666663
1858,Hungary,8.312583333333334
1858,Iceland,1.4500833333333336
1858,India,23.600083333333334
1858,Indonesia,
1858,Iran,17.300833333333333
1858,Iraq,21.56741666666667
1858,Ireland,9.382166666666667
1858,Isle Of Man,9.313333333333334
1858,Israel,19.32375
1858,Italy,11.832916666666668
1858,Jamaica,25.30416666666667
1858,Japan,11.686583333333333
1858,Jersey,10.8065
1858,Jordan,19.102333333333334
1858,Kazakhstan,4.869916666666667
1858,Kenya,
1858,Kuwait,24.91
1858,Kyrgyzstan,3.025166666666667
1858,Laos,23.239083333333337
1858,Latvia,5.5254166666666675
1858,Lebanon,17.290333333333333
1858,Lesotho,13.197000000000001
1858,Liberia,24.711083333333335
1858,Libya,21.93525
1858,Liechtenstein,3.6324166666666664
1858,Lithuania,5.713666666666666
1858,Luxembourg,8.470083333333333
1858,Macau,21.86566666666667
1858,Macedonia,9.18125
1858,Madagascar,22.23466666666667
1858,Malawi,
1858,Malaysia,25.41725
1858,Mali,27.96175
1858,Malta,17.78125
1858,Martinique,25.384
1858,Mauritania,27.10508333333333
1858,Mauritius,22.969916666666666
1858,Mayotte,25.821083333333334
1858,Mexico,20.361333333333334
1858,Moldova,7.39275
1858,Monaco,8.248833333333334
1858,Mongolia,-0.6433333333333331
1858,Montenegro,9.0185
1858,Montserrat,25.65325
1858,Morocco,17.764083333333335
1858,Mozambique,
1858,Namibia,19.968
1858,Nepal,
1858,Netherlands,8.931166666666666
1858,Netherlands (Europe),8.5405
1858,New Caledonia,22.007333333333335
1858,New Zealand,9.331249999999999
1858,Nicaragua,25.526833333333332
1858,Niger,27.134875
1858,Nigeria,26.428625
1858,North America,1.7054999999999998
1858,North Korea,6.6005
1858,Norway,0.54225
1858,Oceania,21.123083333333334
1858,Oman,
1858,Pakistan,
1858,Palestina,22.577833333333334
1858,Panama,25.68841666666667
1858,Paraguay,22.326166666666666
1858,Peru,
1858,Philippines,25.929083333333335
1858,Poland,6.36075
1858,Portugal,14.807333333333334
1858,Puerto Rico,24.641333333333336
1858,Qatar,26.485500000000002
1858,Reunion,22.748
1858,Romania,7.135833333333334
1858,Russia,-5.592833333333334
1858,Rwanda,18.733125
1858,Saint Barthélemy,25.852999999999998
1858,Saint Kitts And Nevis,25.091166666666666
1858,Saint Lucia,25.910333333333337
1858,Saint Martin,25.852999999999998
1858,Saint Pierre And Miquelon,3.2215000000000003
1858,Saint Vincent And The Grenadines,26.053333333333338
1858,San Marino,12.832500000000001
1858,Sao Tome And Principe,25.277375
1858,Saudi Arabia,25.24775
1858,Senegal,27.18575
1858,Serbia,8.637916666666667
1858,Seychelles,26.221333333333334
1858,Sierra Leone,25.330833333333334
1858,Singapore,26.148
1858,Sint Maarten,25.852999999999998
1858,Slovakia,6.0304166666666665
1858,Slovenia,8.646166666666668
1858,Somalia,
1858,South Africa,16.730666666666668
1858,South America,21.12966666666667
1858,South Korea,11.564083333333334
1858,Spain,13.830166666666665
1858,Sri Lanka,26.719666666666665
1858,Sudan,26.704125
1858,Suriname,25.731083333333334
1858,Svalbard And Jan Mayen,-7.324666666666666
1858,Swaziland,18.328416666666666
1858,Sweden,2.9270833333333335
1858,Switzerland,6.028416666666668
1858,Syria,17.575166666666668
1858,Taiwan,21.391166666666667
